County,Highest EQI Values,Highest EQI
Beaufort,0.9507933,Water_EQI
Bertie C,1.005548,Water_EQI
Bladen C,1.040473,Water_EQI
Brunswic,1.020276,Water_EQI
Buncombe,1.187838,Air_EQI
Burke Co,0.9427508,Water_EQI
Cabarrus,1.477821,Air_EQI
Caldwell,1.021154,Water_EQI
Camden C,0.9141328,Water_EQI
Carteret,1.069197,Water_EQI
Caswell,1.016085,Water_EQI
Catawba,1.374899,Air_EQI
Chatham,1.043021,Water_EQI
Cherokee,1.023769,Water_EQI
Chowan C,0.7937765,Built_EQI
Clay Cou,1.013083,Water_EQI
Clevelan,1.204723,Air_EQI
Columbus,1.076677,Water_EQI
Craven C,1.066326,Water_EQI
Cumberla,1.176917,Air_EQI
Currituc,1.034941,Water_EQI
Dare Cou,1.027899,Water_EQI
Davidson,1.396722,Air_EQI
Davie Co,1.003214,Sociod_EQI
Duplin C,1.055765,Water_EQI
Durham C,1.345238,Air_EQI
Edgecomb,1.035942,Water_EQI
Forsyth,1.43889,Air_EQI
Franklin,1.055502,Water_EQI
Gaston C,1.693889,Air_EQI
Gates Co,0.5093656,Water_EQI
Graham C,0.1435075,Water_EQI
Granvill,1.010917,Water_EQI
Greene C,1.007835,Water_EQI
Guilford,1.634328,Air_EQI
Halifax,0.9224302,Water_EQI
Harnett,0.9897034,Water_EQI
Haywood,1.095355,Water_EQI
Henderso,1.063654,Water_EQI
Hertford,1.017804,Water_EQI
Hoke Cou,1.029243,Water_EQI
Hyde Cou,0.5310295,Water_EQI
Iredell,1.250223,Air_EQI
Jackson,1.077459,Water_EQI
Johnston,1.084121,Water_EQI
Jones Co,1.039473,Water_EQI
Lee Coun,1.02459,Water_EQI
Lenoir C,1.041061,Water_EQI
Lincoln,1.291587,Air_EQI
McDowell,1.059675,Water_EQI
Macon Co,1.078563,Water_EQI
Madison,1.017177,Water_EQI
Martin C,1.083096,Water_EQI
Mecklenb,1.795411,Air_EQI
Mitchell,0.9751639,Water_EQI
Montgome,0.9894763,Water_EQI
Moore Co,1.069216,Water_EQI
Nash Cou,1.00959,Water_EQI
New Hano,1.064707,Air_EQI
Northamp,1.013278,Water_EQI
Onslow C,1.047952,Water_EQI
Orange C,1.175766,Built_EQI
Pamlico,0.9878948,Water_EQI
Pasquota,0.8780293,Water_EQI
Pender C,1.02565,Water_EQI
Perquima,0.9323261,Water_EQI
Person C,1.046328,Water_EQI
Pitt Cou,1.068631,Water_EQI
Polk Cou,0.9820249,Water_EQI
Randolph,1.358316,Air_EQI
Richmond,1.042533,Water_EQI
Robeson,1.03443,Water_EQI
Rockingh,1.036744,Water_EQI
Rowan Co,1.342406,Air_EQI
Rutherfo,1.113413,Water_EQI
Sampson,1.112751,Water_EQI
Scotland,0.6130328,Air_EQI
Stanly C,1.055382,Water_EQI
Stokes C,1.133268,Water_EQI
Surry Co,1.031631,Water_EQI
Swain Co,1.011572,Built_EQI
Transylv,1.064479,Water_EQI
Tyrrell,0.5648559,Water_EQI
Union Co,1.350833,Sociod_EQI
Vance Co,0.9988605,Water_EQI
Wake Cou,1.571886,Sociod_EQI
Warren C,1.064875,Water_EQI
Washingt,1.056279,Water_EQI
Watauga,1.410464,Built_EQI
Wayne Co,1.058373,Water_EQI
Wilkes C,1.072086,Water_EQI
Wilson C,1.016868,Water_EQI
Yadkin C,1.027247,Water_EQI
Yancey C,0.9805539,Water_EQI
Barnes C,1.037505,Built_EQI
Benson C,0.8850657,Water_EQI
Bottinea,0.6227004,Land_EQI
Bowman C,0.7559423,Built_EQI
Burleigh,1.205122,Built_EQI
Cass Cou,1.080003,Built_EQI
Cavalier,0.676353,Land_EQI
Dickey C,0.7933521,Land_EQI
Foster C,0.5923219,Land_EQI
Grand Fo,0.9304096,Land_EQI
Griggs C,0.5804237,Land_EQI
McHenry,0.5021644,Land_EQI
McKenzie,0.8499634,Water_EQI
McLean C,0.8704787,Land_EQI
Mercer C,0.6782121,Land_EQI
Morton C,0.7814631,Land_EQI
Mountrai,1.347138,Built_EQI
Nelson C,0.5560854,Land_EQI
Pembina,1.038577,Land_EQI
Pierce C,0.4154224,Land_EQI
Ramsey C,0.8970061,Built_EQI
Ransom C,0.8237554,Land_EQI
Richland,0.8777819,Water_EQI
Rolette,0.8655555,Water_EQI
Sargent,0.8817012,Land_EQI
Stark Co,1.22882,Built_EQI
Stutsman,1.025852,Built_EQI
Traill C,0.7981479,Sociod_EQI
Walsh Co,1.169345,Land_EQI
Ward Cou,1.113565,Built_EQI
Wells Co,0.7548962,Land_EQI
Williams,1.031131,Land_EQI
Adams Co,0.6826758,Land_EQI
Allen Co,1.153074,Air_EQI
Ashland,1.107463,Sociod_EQI
Ashtabul,1.030146,Air_EQI
Athens C,1.278443,Air_EQI
Auglaize,1.218616,Sociod_EQI
Belmont,1.113385,Air_EQI
Brown Co,0.5763563,Sociod_EQI
Butler C,1.63482,Air_EQI
Carroll,0.5567983,Air_EQI
Champaig,1.097227,Sociod_EQI
Clark Co,1.242687,Air_EQI
Clermont,1.54138,Sociod_EQI
Clinton,1.053253,Sociod_EQI
Columbia,1.437485,Air_EQI
Coshocto,0.8536902,Air_EQI
Crawford,1.133507,Land_EQI
Cuyahoga,1.895549,Air_EQI
Darke Co,1.095493,Land_EQI
Defiance,1.244555,Sociod_EQI
Delaware,2.874273,Sociod_EQI
Erie Cou,1.188516,Land_EQI
Fairfiel,1.675693,Sociod_EQI
Fayette,0.717551,Land_EQI
Franklin,1.772319,Air_EQI
Fulton C,1.369859,Sociod_EQI
Gallia C,0.8208414,Air_EQI
Geauga C,2.686315,Sociod_EQI
Greene C,1.438359,Sociod_EQI
Guernsey,0.949543,Built_EQI
Hamilton,2.102049,Air_EQI
Hancock,1.339912,Sociod_EQI
Hardin C,1.137057,Land_EQI
Harrison,0.6177182,Built_EQI
Henry Co,1.160892,Sociod_EQI
Highland,0.4756984,Land_EQI
Hocking,0.5030208,Air_EQI
Holmes C,0.5769959,Land_EQI
Huron Co,1.13127,Land_EQI
Jackson,0.6910715,Air_EQI
Jefferso,1.399174,Air_EQI
Knox Cou,0.663343,Sociod_EQI
Lake Cou,1.690048,Sociod_EQI
Lawrence,1.364408,Air_EQI
Licking,1.235194,Sociod_EQI
Logan Co,0.8925561,Land_EQI
Lorain C,1.349211,Air_EQI
Lucas Co,1.556321,Air_EQI
Madison,1.063715,Land_EQI
Mahoning,1.37777,Air_EQI
Marion C,1.040163,Land_EQI
Medina C,2.204433,Sociod_EQI
Meigs Co,0.8550539,Air_EQI
Mercer C,1.158353,Sociod_EQI
Miami Co,1.229492,Sociod_EQI
Monroe C,0.5394394,Air_EQI
Montgome,1.474273,Air_EQI
Morgan C,0.6296185,Air_EQI
Morrow C,1.070473,Sociod_EQI
Muskingu,1.089753,Air_EQI
Noble Co,0.5573659,Air_EQI
Ottawa C,0.939356,Land_EQI
Paulding,0.857069,Sociod_EQI
Perry Co,0.4907556,Air_EQI
Pickaway,1.150352,Air_EQI
Pike Cou,0.5817132,Water_EQI
Portage,1.228308,Sociod_EQI
Preble C,1.222256,Sociod_EQI
Putnam C,1.710248,Sociod_EQI
Richland,0.9576592,Air_EQI
Ross Cou,0.9985063,Air_EQI
Sandusky,1.041733,Land_EQI
Scioto C,1.11782,Air_EQI
Seneca C,0.9841949,Land_EQI
Shelby C,1.269016,Sociod_EQI
Stark Co,1.364097,Air_EQI
Summit C,1.436431,Air_EQI
Trumbull,1.25252,Air_EQI
Tuscaraw,0.8125261,Air_EQI
Union Co,1.76706,Sociod_EQI
Van Wert,1.315315,Sociod_EQI
Vinton C,0.2281643,Air_EQI
Warren C,2.144803,Sociod_EQI
Washingt,1.749027,Air_EQI
Wayne Co,0.9346484,Sociod_EQI
Williams,0.9373457,Land_EQI
Wood Cou,1.236688,Sociod_EQI
Wyandot,1.11623,Sociod_EQI
Adair Co,-0.1247277,Land_EQI
Alfalfa,0.0464931,Land_EQI
Atoka Co,-0.0980798,Built_EQI
Beckham,0.9646106,Built_EQI
Blaine C,-0.2780094,Land_EQI
Bryan Co,0.2158828,Air_EQI
Caddo Co,-0.0125352,Built_EQI
Canadian,1.114959,Sociod_EQI
Carter C,0.5237728,Built_EQI
Cherokee,0.1707894,Air_EQI
Choctaw,0.3421149,Built_EQI
Clevelan,0.8162194,Sociod_EQI
Coal Cou,-0.4139509,Water_EQI
Comanche,0.5633211,Air_EQI
Cotton C,-0.3436982,Water_EQI
Craig Co,0.4361224,Built_EQI
Creek Co,0.3951653,Air_EQI
Custer C,0.8069663,Built_EQI
Delaware,0.1897053,Built_EQI
Dewey Co,-0.2724791,Land_EQI
Ellis Co,-0.0798825,Sociod_EQI
Garfield,0.5324684,Built_EQI
Garvin C,-0.125183,Built_EQI
Grady Co,0.0729214,Air_EQI
Grant Co,0.3159708,Land_EQI
Greer Co,0.4345799,Land_EQI
Harmon C,0.1454806,Land_EQI
Harper C,0.1742478,Sociod_EQI
Haskell,-0.4129657,Water_EQI
Hughes C,-0.3923282,Water_EQI
Jackson,0.370483,Built_EQI
Jefferso,0.3090705,Built_EQI
Johnston,-0.3375971,Built_EQI
Kay Coun,0.566932,Air_EQI
Kingfish,0.2589135,Land_EQI
Kiowa Co,0.2763016,Built_EQI
Latimer,-0.3486001,Water_EQI
Le Flore,0.0539147,Air_EQI
Lincoln,-0.2207325,Sociod_EQI
Logan Co,0.1459593,Sociod_EQI
Love Cou,-0.2670529,Sociod_EQI
McClain,0.3862778,Built_EQI
McCurtai,0.0545543,Built_EQI
McIntosh,0.6450122,Built_EQI
Marshall,0.0722512,Air_EQI
Mayes Co,0.4051181,Air_EQI
Murray C,-0.6646821,Sociod_EQI
Muskogee,0.5611714,Air_EQI
Noble Co,0.0228338,Sociod_EQI
Nowata C,-0.0828158,Land_EQI
Okfuskee,-0.4151571,Water_EQI
Oklahoma,0.855947,Air_EQI
Okmulgee,0.2327345,Air_EQI
Osage Co,0.1685961,Air_EQI
Ottawa C,0.518761,Built_EQI
Pawnee C,0.1784174,Built_EQI
Payne Co,0.4486439,Air_EQI
Pittsbur,0.2139541,Air_EQI
Pontotoc,0.5107974,Built_EQI
Pottawat,0.2878084,Built_EQI
Pushmata,-0.0587064,Built_EQI
Rogers C,0.9985065,Sociod_EQI
Seminole,0.2161512,Built_EQI
Sequoyah,0.0271535,Air_EQI
Stephens,0.1983501,Built_EQI
Texas Co,0.0047325,Land_EQI
Tillman,0.0972749,Land_EQI
Tulsa Co,1.078704,Air_EQI
Wagoner,0.989159,Sociod_EQI
Washingt,0.5502902,Air_EQI
Washita,0.1170403,Land_EQI
Woods Co,0.5444313,Built_EQI
Baker Co,1.089601,Land_EQI
Benton C,1.436028,Air_EQI
Clackama,1.863583,Sociod_EQI
Clatsop,1.00901,Water_EQI
Columbia,1.548616,Air_EQI
Coos Cou,1.024911,Water_EQI
Crook Co,1.043294,Water_EQI
Curry Co,1.008496,Water_EQI
Deschute,1.352737,Built_EQI
Douglas,1.039655,Water_EQI
Grant Co,1.050478,Water_EQI
Harney C,1.051782,Water_EQI
Hood Riv,0.9893336,Built_EQI
Jackson,1.491191,Air_EQI
Jefferso,0.8874692,Land_EQI
Josephin,1.054788,Water_EQI
Klamath,1.061055,Water_EQI
Lake Cou,1.05922,Water_EQI
Lane Cou,1.336385,Air_EQI
Lincoln,1.621105,Built_EQI
Linn Cou,1.231362,Air_EQI
Malheur,1.112907,Water_EQI
Marion C,1.588894,Air_EQI
Morrow C,1.092066,Land_EQI
Multnoma,2.507858,Air_EQI
Polk Cou,1.135035,Air_EQI
Tillamoo,1.152705,Built_EQI
Umatilla,1.057734,Water_EQI
Union Co,1.138387,Built_EQI
Wallowa,0.9756416,Water_EQI
Wasco Co,1.075126,Water_EQI
Washingt,1.914281,Air_EQI
Yamhill,1.523053,Air_EQI
Adams Co,1.02614,Land_EQI
Alleghen,1.715453,Air_EQI
Armstron,0.8278489,Air_EQI
Beaver C,1.681595,Air_EQI
Bedford,0.4411251,Air_EQI
Berks Co,1.728058,Air_EQI
Blair Co,1.075616,Air_EQI
Bradford,0.5681459,Air_EQI
Bucks Co,2.3415,Sociod_EQI
Butler C,1.270803,Air_EQI
Cambria,0.9221302,Air_EQI
Cameron,0.3086577,Air_EQI
Carbon C,0.8570838,Built_EQI
Centre C,1.162148,Air_EQI
Chester,2.57074,Sociod_EQI
Clarion,0.7728503,Built_EQI
Clearfie,0.6559681,Air_EQI
Clinton,0.6799902,Air_EQI
Columbia,1.066757,Air_EQI
Crawford,0.5521943,Built_EQI
Cumberla,1.459627,Sociod_EQI
Dauphin,1.438922,Air_EQI
Delaware,1.921147,Air_EQI
Elk Coun,0.6240417,Built_EQI
Erie Cou,1.034336,Air_EQI
Fayette,1.062463,Air_EQI
Forest C,0.3265982,Land_EQI
Franklin,0.9652706,Air_EQI
Fulton C,0.1867654,Sociod_EQI
Greene C,0.740207,Air_EQI
Huntingd,0.4151433,Land_EQI
Indiana,0.95293,Air_EQI
Jefferso,0.7185133,Air_EQI
Juniata,0.4111003,Sociod_EQI
Lackawan,1.29741,Built_EQI
Lancaste,1.752541,Air_EQI
Lawrence,1.394739,Air_EQI
Lebanon,1.333976,Air_EQI
Lehigh C,1.548669,Air_EQI
Luzerne,1.226816,Built_EQI
Lycoming,1.100704,Air_EQI
Mc Kean,0.9328633,Built_EQI
Mercer C,1.160665,Air_EQI
Mifflin,0.7744985,Air_EQI
Monroe C,0.8744907,Air_EQI
Montgome,2.257285,Sociod_EQI
Montour,1.190058,Air_EQI
Northamp,1.56419,Air_EQI
Northumb,1.248689,Air_EQI
Perry Co,0.7980669,Sociod_EQI
Philadel,2.219418,Air_EQI
Pike Cou,0.5289825,Sociod_EQI
Potter C,0.3298742,Built_EQI
Schuylki,1.11944,Air_EQI
Snyder C,0.7692319,Air_EQI
Somerset,0.6920548,Air_EQI
Sullivan,-0.0090701,Land_EQI
Susqueha,0.3939309,Sociod_EQI
Tioga Co,0.7342324,Built_EQI
Union Co,0.9780562,Air_EQI
Venango,0.5912217,Built_EQI
Warren C,0.7369334,Built_EQI
Washingt,1.35392,Air_EQI
Wayne Co,0.7352929,Built_EQI
Westmore,1.382052,Air_EQI
Wyoming,0.5623717,Sociod_EQI
York Cou,1.705635,Air_EQI
Bristol,1.497467,Sociod_EQI
Kent Cou,1.347448,Air_EQI
Newport,1.342297,Sociod_EQI
Providen,1.602046,Air_EQI
Washingt,1.461046,Sociod_EQI
Abbevill,0.9929249,Water_EQI
Aiken Co,1.140939,Air_EQI
Allendal,-0.1561808,Built_EQI
Anderson,1.233841,Air_EQI
Bamberg,0.921367,Water_EQI
Barnwell,0.9442479,Water_EQI
Beaufort,1.089634,Sociod_EQI
Berkeley,1.185884,Air_EQI
Calhoun,0.3514741,Air_EQI
Charlest,1.42803,Air_EQI
Cherokee,1.085726,Air_EQI
Chester,0.9380881,Water_EQI
Chesterf,0.9441608,Water_EQI
Clarendo,0.9179638,Water_EQI
Colleton,0.5827013,Water_EQI
Darlingt,1.085504,Air_EQI
Dillon C,0.9013845,Water_EQI
Dorchest,0.9861854,Water_EQI
Edgefiel,0.4410691,Air_EQI
Fairfiel,0.3528535,Air_EQI
Florence,1.149528,Built_EQI
Georgeto,1.291405,Built_EQI
Greenvil,1.615366,Air_EQI
Greenwoo,0.8890379,Water_EQI
Hampton,0.9067191,Water_EQI
Horry Co,1.4945,Built_EQI
Jasper C,0.8657551,Water_EQI
Kershaw,1.019732,Water_EQI
Lancaste,1.003373,Air_EQI
Laurens,0.8995756,Water_EQI
Lee Coun,0.9770628,Water_EQI
Lexingto,1.300617,Air_EQI
McCormic,0.9119394,Water_EQI
Marion C,0.9082258,Water_EQI
Marlboro,0.4394453,Air_EQI
Newberry,0.9667096,Water_EQI
Oconee C,0.9470015,Water_EQI
Orangebu,0.9407131,Water_EQI
Pickens,1.014312,Air_EQI
Richland,1.580739,Air_EQI
Saluda C,0.9324639,Water_EQI
Spartanb,1.739764,Air_EQI
Sumter C,1.015221,Water_EQI
Union Co,0.9232977,Water_EQI
Williams,0.9796237,Water_EQI
York Cou,1.492247,Air_EQI
Aurora C,0.5816625,Land_EQI
Beadle C,1.169469,Built_EQI
Bon Homm,0.9412922,Land_EQI
Brooking,1.062097,Land_EQI
Brown Co,0.8380947,Built_EQI
Brule Co,0.8286555,Built_EQI
Butte Co,0.9181114,Land_EQI
Charles,1.065422,Land_EQI
Clark Co,0.9309896,Land_EQI
Clay Cou,1.407831,Land_EQI
Codingto,1.137434,Land_EQI
Custer C,0.9781013,Water_EQI
Davison,1.338977,Built_EQI
Day Coun,0.8988322,Land_EQI
Deuel Co,0.9439792,Land_EQI
Douglas,0.8016624,Land_EQI
Fall Riv,0.9745119,Water_EQI
Grant Co,0.9671972,Land_EQI
Gregory,0.9410591,Built_EQI
Hamlin C,1.051947,Land_EQI
Hughes C,1.435993,Built_EQI
Hutchins,0.8811437,Land_EQI
Kingsbur,1.014465,Land_EQI
Lake Cou,1.183829,Land_EQI
Lawrence,0.9806099,Land_EQI
Lincoln,1.993002,Sociod_EQI
McCook C,0.9135844,Sociod_EQI
Meade Co,0.7473118,Sociod_EQI
Minnehah,1.063811,Sociod_EQI
Moody Co,1.090756,Land_EQI
Penningt,1.354721,Built_EQI
Potter C,0.6617256,Land_EQI
Roberts,0.9952802,Land_EQI
Shannon,1.061661,Water_EQI
Spink Co,0.8914742,Land_EQI
Tripp Co,0.8816153,Land_EQI
Turner C,1.068514,Land_EQI
Union Co,1.460084,Sociod_EQI
Walworth,0.8017863,Land_EQI
Yankton,1.032241,Land_EQI
Anderson,1.139455,Air_EQI
Bedford,0.4441817,Land_EQI
Benton C,0.2221577,Air_EQI
Bledsoe,-0.0313543,Air_EQI
Blount C,1.273422,Air_EQI
Bradley,1.197868,Air_EQI
Campbell,0.435844,Air_EQI
Cannon C,0.3791728,Land_EQI
Carroll,0.0274384,Water_EQI
Carter C,0.9688686,Air_EQI
Cheatham,1.191822,Sociod_EQI
Chester,0.1103277,Air_EQI
Claiborn,0.1205352,Air_EQI
Clay Cou,0.0345713,Land_EQI
Cocke Co,0.5517637,Air_EQI
Coffee C,1.130516,Built_EQI
Crockett,0.3349427,Land_EQI
Cumberla,0.3707571,Built_EQI
Davidson,1.787255,Air_EQI
Decatur,-0.0022466,Water_EQI
DeKalb C,0.3925405,Built_EQI
Dickson,0.6094543,Air_EQI
Dyer Cou,0.7114003,Air_EQI
Fayette,0.5726078,Sociod_EQI
Fentress,-0.1398067,Air_EQI
Franklin,0.5856484,Built_EQI
Gibson C,0.3160329,Air_EQI
Giles Co,0.5455694,Land_EQI
Grainger,0.3578672,Air_EQI
Greene C,1.036101,Air_EQI
Grundy C,-0.0577539,Water_EQI
Hamblen,1.079142,Air_EQI
Hamilton,1.516916,Air_EQI
Hancock,0.1549277,Air_EQI
Hardeman,-0.0314444,Air_EQI
Hardin C,0.2574585,Air_EQI
Hawkins,0.9459223,Air_EQI
Haywood,0.2591425,Built_EQI
Henderso,0.4497207,Built_EQI
Henry Co,0.6300843,Air_EQI
Hickman,0.1038468,Water_EQI
Houston,0.0547665,Air_EQI
Humphrey,0.4831855,Built_EQI
Jackson,0.2951275,Land_EQI
Jefferso,0.7362102,Air_EQI
Johnson,0.376656,Land_EQI
Knox Cou,1.647323,Air_EQI
Lake Cou,0.5793593,Land_EQI
Lauderda,0.3002138,Land_EQI
Lawrence,0.1723293,Air_EQI
Lewis Co,-0.3253585,Air_EQI
Lincoln,0.4733354,Land_EQI
Loudon C,1.056288,Air_EQI
McMinn C,0.9354503,Air_EQI
McNairy,0.0638361,Air_EQI
Macon Co,0.3221787,Land_EQI
Madison,1.124143,Built_EQI
Marion C,0.1607783,Air_EQI
Marshall,0.6354752,Air_EQI
Maury Co,0.6585692,Air_EQI
Meigs Co,0.3328114,Air_EQI
Monroe C,0.6514727,Air_EQI
Montgome,1.095126,Air_EQI
Moore Co,0.5525007,Sociod_EQI
Morgan C,0.0880176,Air_EQI
Obion Co,0.3721876,Built_EQI
Overton,-0.3210696,Water_EQI
Perry Co,-0.0377055,Water_EQI
Pickett,-0.3273077,Water_EQI
Polk Cou,0.091172,Air_EQI
Putnam C,0.9265295,Built_EQI
Rhea Cou,0.4191622,Air_EQI
Roane Co,0.7637637,Air_EQI
Robertso,0.993618,Air_EQI
Rutherfo,1.199808,Air_EQI
Scott Co,0.2308905,Air_EQI
Sequatch,0.1877163,Air_EQI
Sevier C,1.285818,Built_EQI
Shelby C,1.652909,Air_EQI
Smith Co,0.3892446,Land_EQI
Stewart,0.0639426,Air_EQI
Sullivan,1.705747,Air_EQI
Sumner C,1.21267,Air_EQI
Tipton C,0.6849746,Air_EQI
Trousdal,0.6607032,Land_EQI
Unicoi C,0.759684,Air_EQI
Union Co,0.4776095,Air_EQI
Van Bure,-0.0487657,Water_EQI
Warren C,0.3666426,Air_EQI
Washingt,1.372728,Air_EQI
Wayne Co,-0.002649,Water_EQI
Weakley,0.1037271,Air_EQI
White Co,0.2218076,Air_EQI
Williams,3.05824,Sociod_EQI
Wilson C,1.40083,Sociod_EQI
Anderson,0.5999227,Water_EQI
Andrews,0.7404794,Water_EQI
Angelina,0.8338938,Air_EQI
Aransas,0.8213515,Built_EQI
Archer C,0.6611612,Water_EQI
Atascosa,0.5546633,Water_EQI
Austin C,0.6351537,Built_EQI
Bandera,0.6296387,Water_EQI
Bastrop,0.5563748,Water_EQI
Baylor C,0.8576306,Built_EQI
Bee Coun,0.6106738,Water_EQI
Bell Cou,0.7570526,Air_EQI
Bexar Co,1.317454,Air_EQI
Blanco C,0.5952125,Water_EQI
Bosque C,0.7393848,Water_EQI
Bowie Co,1.152513,Built_EQI
Brazoria,1.716551,Air_EQI
Brazos C,1.173957,Built_EQI
Brewster,1.553913,Built_EQI
Brown Co,0.8345672,Built_EQI
Burleson,0.0216076,Air_EQI
Burnet C,0.7048171,Built_EQI
Caldwell,0.5794177,Water_EQI
Calhoun,0.7596237,Built_EQI
Callahan,0.6647357,Water_EQI
Cameron,0.611902,Water_EQI
Carson C,0.6620615,Water_EQI
Cass Cou,0.6012765,Water_EQI
Castro C,0.7032512,Water_EQI
Chambers,1.144907,Air_EQI
Cherokee,0.6014832,Water_EQI
Childres,0.632387,Built_EQI
Clay Cou,0.6818264,Water_EQI
Coke Cou,0.8723993,Water_EQI
Coleman,0.937203,Built_EQI
Collin C,2.485149,Sociod_EQI
Colorado,0.7615805,Built_EQI
Comal Co,0.8490579,Built_EQI
Comanche,0.660063,Water_EQI
Concho C,0.6926512,Water_EQI
Cooke Co,1.042402,Built_EQI
Coryell,0.5724674,Water_EQI
Crosby C,0.7255118,Water_EQI
Dallam C,0.9583921,Built_EQI
Dallas C,1.664193,Air_EQI
Dawson C,0.7429777,Water_EQI
Deaf Smi,0.6752363,Water_EQI
Denton C,1.757323,Sociod_EQI
DeWitt C,0.9612268,Built_EQI
Dimmit C,0.5372394,Water_EQI
Donley C,0.6692761,Water_EQI
Duval Co,0.679235,Water_EQI
Eastland,0.6684899,Water_EQI
Ector Co,0.9439157,Built_EQI
Ellis Co,0.8130301,Sociod_EQI
El Paso,0.9865631,Air_EQI
Erath Co,0.6383497,Water_EQI
Falls Co,0.5792816,Water_EQI
Fannin C,0.61854,Water_EQI
Fayette,1.459114,Built_EQI
Fisher C,0.1511015,Land_EQI
Floyd Co,0.6782832,Water_EQI
Fort Ben,1.812795,Sociod_EQI
Freeston,0.618247,Water_EQI
Frio Cou,0.0143237,Water_EQI
Gaines C,0.7607077,Water_EQI
Galvesto,1.660969,Air_EQI
Garza Co,0.9016185,Built_EQI
Gillespi,1.368177,Built_EQI
Goliad C,0.3633582,Built_EQI
Gonzales,0.5715024,Water_EQI
Gray Cou,0.9028906,Built_EQI
Grayson,0.8866891,Built_EQI
Gregg Co,1.460658,Built_EQI
Grimes C,0.6399424,Water_EQI
Guadalup,0.5984365,Air_EQI
Hale Cou,0.6976426,Water_EQI
Hall Cou,-0.0340973,Land_EQI
Hamilton,0.2495036,Built_EQI
Hardin C,0.8881101,Air_EQI
Harris C,2.346921,Air_EQI
Harrison,0.8345991,Air_EQI
Haskell,0.9420846,Built_EQI
Hays Cou,0.8302547,Built_EQI
Henderso,0.6210191,Water_EQI
Hidalgo,0.6135016,Water_EQI
Hill Cou,0.5969018,Water_EQI
Hockley,0.9020167,Water_EQI
Hood Cou,0.8668212,Sociod_EQI
Houston,0.5824589,Water_EQI
Howard C,0.7857926,Built_EQI
Hunt Cou,0.7985225,Water_EQI
Hutchins,0.8877978,Water_EQI
Jack Cou,0.6337341,Water_EQI
Jackson,0.0219718,Built_EQI
Jasper C,0.8178474,Water_EQI
Jefferso,1.915083,Air_EQI
Jim Well,0.7665167,Water_EQI
Johnson,0.7888024,Water_EQI
Jones Co,0.2913985,Land_EQI
Karnes C,0.2506134,Built_EQI
Kaufman,0.8106893,Air_EQI
Kendall,1.10907,Sociod_EQI
Kerr Cou,1.185769,Built_EQI
Kimble C,0.628399,Water_EQI
Kleberg,0.7634653,Water_EQI
Knox Cou,0.3725034,Land_EQI
Lamar Co,1.002691,Built_EQI
Lamb Cou,0.7120419,Water_EQI
Lampasas,0.1191588,Built_EQI
Lavaca C,0.2597894,Built_EQI
Lee Coun,0.5252761,Water_EQI
Leon Cou,0.2490613,Built_EQI
Liberty,0.8798279,Air_EQI
Limeston,0.5416575,Water_EQI
Live Oak,-0.0093416,Water_EQI
Llano Co,0.6652645,Water_EQI
Lubbock,1.19891,Built_EQI
Lynn Cou,0.7019903,Water_EQI
McCulloc,1.380475,Built_EQI
McLennan,0.7802927,Built_EQI
Madison,0.015789,Water_EQI
Marion C,0.604798,Water_EQI
Matagord,0.5699804,Built_EQI
Medina C,0.5798025,Water_EQI
Midland,1.022505,Built_EQI
Milam Co,0.5956657,Water_EQI
Mitchell,0.6225622,Water_EQI
Montague,0.6432337,Water_EQI
Montgome,1.377988,Air_EQI
Moore Co,0.6905025,Water_EQI
Nacogdoc,0.755586,Air_EQI
Navarro,0.6239737,Water_EQI
Newton C,0.5963852,Water_EQI
Nolan Co,1.014118,Built_EQI
Nueces C,1.090183,Built_EQI
Orange C,1.554522,Air_EQI
Palo Pin,0.9868285,Built_EQI
Panola C,0.5772815,Water_EQI
Parker C,0.8097812,Sociod_EQI
Pecos Co,0.6631414,Water_EQI
Polk Cou,0.6780315,Water_EQI
Potter C,1.478438,Built_EQI
Randall,1.156681,Sociod_EQI
Real Cou,0.5213881,Water_EQI
Red Rive,0.5965499,Water_EQI
Reeves C,0.6748397,Water_EQI
Refugio,0.155884,Built_EQI
Robertso,0.0028973,Water_EQI
Rockwall,2.343878,Sociod_EQI
Runnels,1.170151,Built_EQI
Rusk Cou,0.6171632,Water_EQI
Sabine C,0.5905541,Water_EQI
San Augu,0.5478786,Water_EQI
San Jaci,0.6482225,Water_EQI
San Patr,0.5541685,Water_EQI
San Saba,0.9455573,Built_EQI
Scurry C,0.6828677,Water_EQI
Shelby C,0.6062846,Water_EQI
Somervel,0.7247258,Built_EQI
Starr Co,0.6113194,Water_EQI
Stephens,1.341587,Built_EQI
Swisher,0.6809613,Water_EQI
Tarrant,1.357827,Air_EQI
Taylor C,0.9991076,Built_EQI
Terry Co,0.7285849,Water_EQI
Tom Gree,0.981041,Built_EQI
Travis C,1.240481,Air_EQI
Trinity,0.6448083,Water_EQI
Tyler Co,0.6023399,Water_EQI
Uvalde C,0.5739759,Water_EQI
Val Verd,0.5760754,Water_EQI
Van Zand,0.6163583,Water_EQI
Victoria,1.143098,Built_EQI
Walker C,0.6353297,Air_EQI
Waller C,0.6348166,Water_EQI
Ward Cou,0.6839322,Water_EQI
Washingt,1.077623,Built_EQI
Webb Cou,0.6131957,Air_EQI
Wharton,0.6395479,Water_EQI
